user_id,signup_date,cohort_month,acquisition_channel,plan,age_group,city_tier,onboarding_steps_completed,sessions_first_30_days,retained_day7,retained_day14,retained_day30,churned_month1,estimated_ltv
USR020315,2023-04-14,2023-04,Organic,Basic,18-24,Tier 1,4,4,1,1,0,1,1191.31
USR020316,2023-02-04,2023-02,Social Media,Pro,25-34,Tier 1,1,28,1,0,1,0,2290.87
USR020317,2023-08-20,2023-08,Paid Search,Basic,45+,Tier 2,5,14,1,1,1,0,1502.38
USR020318,2023-06-09,2023-06,Social Media,Free,25-34,Tier 1,4,3,1,1,1,0,217.91
USR020319,2023-04-30,2023-04,Email,Free,35-44,Tier 1,4,2,1,1,0,1,226.22
USR020320,2023-03-07,2023-03,Organic,Basic,25-34,Tier 2,0,3,0,0,0,1,1166.28
USR020321,2023-10-21,2023-10,Email,Free,25-34,Tier 1,4,15,1,1,1,0,165.48
USR020322,2023-02-24,2023-02,Referral,Free,35-44,Tier 1,3,20,1,1,1,0,131.51
USR020323,2023-04-07,2023-04,Email,Free,18-24,Tier 1,2,2,1,0,0,1,209.97
USR020324,2023-02-28,2023-02,Paid Search,Basic,45+,Tier 3,3,21,1,1,1,0,1230.27
USR020325,2023-11-15,2023-11,Paid Search,Basic,25-34,Tier 1,3,2,1,1,0,1,1849.19
USR020326,2023-04-17,2023-04,Paid Search,Pro,18-24,Tier 2,5,1,0,0,0,1,3540.79
USR020327,2023-02-14,2023-02,Social Media,Pro,35-44,Tier 1,5,1,0,0,0,1,1983.8
USR020328,2023-06-24,2023-06,Paid Search,Pro,18-24,Tier 3,2,9,1,1,1,0,3143.09
USR020329,2023-05-31,2023-05,Paid Search,Basic,35-44,Tier 3,5,20,1,1,1,0,943.46
USR020330,2023-05-27,2023-05,Organic,Free,25-34,Tier 3,5,9,1,1,1,0,148.47
USR020331,2023-03-17,2023-03,Paid Search,Free,35-44,Tier 2,5,3,1,1,1,0,321.41
USR020332,2023-08-30,2023-08,Email,Pro,45+,Tier 2,1,9,1,1,1,0,3104.72
USR020333,2023-12-07,2023-12,Paid Search,Free,18-24,Tier 2,3,24,1,1,1,0,141.5
USR020334,2023-07-24,2023-07,Paid Search,Pro,25-34,Tier 2,2,23,1,0,1,0,3073.34
USR020335,2023-07-26,2023-07,Social Media,Pro,25-34,Tier 2,3,9,1,1,1,0,3346.02
USR020336,2023-03-03,2023-03,Social Media,Basic,45+,Tier 3,4,4,1,1,0,1,997.76
USR020337,2023-08-19,2023-08,Paid Search,Free,25-34,Tier 3,2,2,1,1,0,1,319.59
USR020338,2023-01-21,2023-01,Paid Search,Basic,45+,Tier 1,4,27,1,1,1,0,926.8
USR020339,2023-09-24,2023-09,Referral,Basic,18-24,Tier 1,5,3,1,1,1,0,1310.19
USR020340,2023-05-04,2023-05,Organic,Pro,25-34,Tier 1,5,19,1,1,1,0,2390.14
USR020341,2023-09-16,2023-09,Social Media,Free,35-44,Tier 2,3,16,1,1,1,0,192.05
USR020342,2023-11-18,2023-11,Paid Search,Pro,35-44,Tier 1,4,16,1,1,1,0,3011.15
USR020343,2023-01-02,2023-01,Referral,Free,18-24,Tier 1,3,21,1,1,1,0,253.48
USR020344,2023-01-21,2023-01,Social Media,Basic,45+,Tier 3,4,18,1,1,1,0,1163.61
USR020345,2023-10-20,2023-10,Paid Search,Pro,18-24,Tier 3,4,16,1,0,1,0,2730.21
USR020346,2023-07-19,2023-07,Paid Search,Basic,25-34,Tier 2,5,2,1,0,0,1,1159.37
USR020347,2023-01-29,2023-01,Paid Search,Free,25-34,Tier 3,4,2,1,1,0,1,148.77
USR020348,2023-01-12,2023-01,Referral,Free,18-24,Tier 1,1,1,0,0,0,1,344.91
USR020349,2023-04-15,2023-04,Social Media,Basic,18-24,Tier 1,0,3,1,1,1,0,979.79
USR020350,2023-08-09,2023-08,Email,Free,25-34,Tier 2,4,16,1,1,1,0,275.56
USR020351,2023-04-24,2023-04,Social Media,Basic,35-44,Tier 2,5,23,1,0,1,0,1409.97
USR020352,2023-09-08,2023-09,Social Media,Pro,35-44,Tier 1,5,4,1,1,1,0,2902.35
USR020353,2023-03-12,2023-03,Paid Search,Basic,18-24,Tier 2,4,20,1,0,1,0,1263.68
USR020354,2023-01-17,2023-01,Referral,Free,25-34,Tier 1,3,7,1,0,1,0,43.27
USR020355,2023-01-15,2023-01,Organic,Free,25-34,Tier 2,1,21,1,1,1,0,94.63
USR020356,2023-08-07,2023-08,Paid Search,Basic,45+,Tier 1,5,12,1,1,1,0,1037.21
USR020357,2023-02-10,2023-02,Referral,Basic,18-24,Tier 1,5,6,1,1,1,0,971.16
USR020358,2023-02-20,2023-02,Email,Basic,35-44,Tier 3,5,4,1,1,1,0,1037.43
USR020359,2023-05-26,2023-05,Social Media,Basic,18-24,Tier 1,4,1,0,0,0,1,855.67
USR020360,2023-08-25,2023-08,Paid Search,Basic,25-34,Tier 2,5,4,1,1,1,0,1263.17
USR020361,2023-08-09,2023-08,Social Media,Basic,25-34,Tier 3,2,24,1,0,1,0,1564.28
USR020362,2023-07-06,2023-07,Email,Free,45+,Tier 1,5,27,1,1,1,0,296.71
USR020363,2023-07-29,2023-07,Organic,Basic,25-34,Tier 1,5,15,1,1,1,0,1106.26
USR020364,2023-09-07,2023-09,Referral,Basic,18-24,Tier 3,2,3,1,1,1,0,1326.18
USR020365,2023-12-06,2023-12,Organic,Free,18-24,Tier 1,2,1,0,0,0,1,321.41
USR020366,2023-12-24,2023-12,Social Media,Basic,18-24,Tier 2,5,12,1,0,1,0,1794.45
USR020367,2023-01-20,2023-01,Email,Free,18-24,Tier 1,3,18,1,1,1,0,145.18
USR020368,2023-09-28,2023-09,Paid Search,Free,25-34,Tier 2,5,1,0,0,0,1,166.56
USR020369,2023-02-01,2023-02,Social Media,Free,25-34,Tier 2,5,2,1,1,0,1,124.75
USR020370,2023-03-26,2023-03,Referral,Free,18-24,Tier 3,5,28,1,1,1,0,354.68
USR020371,2023-12-24,2023-12,Paid Search,Basic,18-24,Tier 2,5,1,0,0,0,1,1298.74
USR020372,2023-06-18,2023-06,Social Media,Free,25-34,Tier 3,1,4,0,0,0,1,293.52
USR020373,2023-05-28,2023-05,Paid Search,Free,35-44,Tier 1,2,29,1,1,1,0,219.61
USR020374,2023-05-20,2023-05,Referral,Basic,25-34,Tier 1,5,16,1,1,1,0,887.71
USR020375,2023-10-20,2023-10,Social Media,Free,25-34,Tier 3,2,1,0,0,0,1,163.22
USR020376,2023-05-10,2023-05,Organic,Free,25-34,Tier 2,1,2,0,0,0,1,255.85
USR020377,2023-07-11,2023-07,Paid Search,Free,25-34,Tier 2,4,4,1,0,0,1,143.03
USR020378,2023-12-14,2023-12,Organic,Basic,18-24,Tier 2,4,17,1,1,1,0,1061.31
USR020379,2023-12-08,2023-12,Organic,Free,35-44,Tier 1,5,28,1,0,1,0,215.93
USR020380,2023-07-10,2023-07,Paid Search,Free,18-24,Tier 1,3,29,1,1,1,0,438.6
USR020381,2023-06-18,2023-06,Paid Search,Basic,18-24,Tier 1,4,12,1,1,1,0,779.85
USR020382,2023-09-29,2023-09,Social Media,Basic,18-24,Tier 1,4,26,1,1,1,0,1297.4
USR020383,2023-04-22,2023-04,Social Media,Free,25-34,Tier 1,4,29,1,1,1,0,266.15
USR020384,2023-05-01,2023-05,Organic,Pro,18-24,Tier 1,5,21,1,1,1,0,3094.22
USR020385,2023-10-10,2023-10,Organic,Basic,35-44,Tier 2,3,4,1,1,0,1,651.02
USR020386,2023-02-23,2023-02,Organic,Basic,25-34,Tier 3,3,1,0,0,0,1,1335.06
USR020387,2023-04-13,2023-04,Paid Search,Basic,45+,Tier 2,5,15,1,1,1,0,1171.82
USR020388,2023-04-24,2023-04,Organic,Free,18-24,Tier 3,5,2,1,1,0,1,238.93
USR020389,2023-12-26,2023-12,Referral,Basic,18-24,Tier 1,4,18,1,1,1,0,1358.41
USR020390,2023-08-07,2023-08,Paid Search,Free,25-34,Tier 2,4,24,1,1,1,0,113.19
USR020391,2023-02-02,2023-02,Paid Search,Basic,18-24,Tier 3,5,2,1,1,0,1,1153.06
USR020392,2023-04-13,2023-04,Paid Search,Free,35-44,Tier 2,3,3,1,1,0,1,247.95
USR020393,2023-08-26,2023-08,Paid Search,Free,18-24,Tier 3,4,26,1,1,1,0,220.49
USR020394,2023-12-10,2023-12,Organic,Free,25-34,Tier 3,1,4,0,0,0,1,249.15
USR020395,2023-03-09,2023-03,Referral,Free,25-34,Tier 2,5,26,1,1,1,0,213.51
USR020396,2023-06-08,2023-06,Social Media,Pro,45+,Tier 1,1,2,0,0,0,1,2685.33
USR020397,2023-06-25,2023-06,Social Media,Free,25-34,Tier 1,4,1,0,0,0,1,355.59
USR020398,2023-10-05,2023-10,Email,Pro,25-34,Tier 2,1,23,1,0,1,0,2318.68
USR020399,2023-03-26,2023-03,Organic,Basic,18-24,Tier 1,4,4,1,1,1,0,1394.48
USR020400,2023-11-21,2023-11,Email,Free,45+,Tier 3,2,13,1,1,1,0,154.77
USR020401,2023-07-30,2023-07,Paid Search,Free,45+,Tier 1,2,2,1,1,0,1,275.73
USR020402,2023-11-17,2023-11,Organic,Free,25-34,Tier 2,4,18,1,1,1,0,268.75
USR020403,2023-06-17,2023-06,Email,Free,18-24,Tier 1,3,13,1,0,1,0,143.93
USR020404,2023-07-15,2023-07,Organic,Free,18-24,Tier 1,4,15,1,1,1,0,191.72
USR020405,2023-01-25,2023-01,Social Media,Free,18-24,Tier 1,5,4,1,1,0,1,36.96
USR020406,2023-01-17,2023-01,Social Media,Pro,35-44,Tier 2,3,29,1,1,1,0,2306.47
USR020407,2023-04-13,2023-04,Organic,Free,25-34,Tier 1,3,4,1,1,0,1,151.72
USR020408,2023-07-13,2023-07,Email,Free,25-34,Tier 1,3,19,1,1,1,0,248.47
USR020409,2023-10-04,2023-10,Email,Free,25-34,Tier 2,4,2,1,0,0,1,70.53
USR020410,2023-01-12,2023-01,Organic,Free,25-34,Tier 1,1,27,1,1,1,0,226.31
USR020411,2023-04-10,2023-04,Referral,Basic,25-34,Tier 1,4,26,1,1,1,0,1236.64
USR020412,2023-12-11,2023-12,Social Media,Free,18-24,Tier 2,3,7,1,1,1,0,158.89
USR020413,2023-11-08,2023-11,Paid Search,Free,18-24,Tier 1,3,4,1,1,0,1,107.72
USR020414,2023-11-23,2023-11,Paid Search,Free,25-34,Tier 1,4,12,1,1,1,0,64.18
USR020415,2023-05-15,2023-05,Social Media,Free,45+,Tier 1,3,4,1,1,0,1,262.89
USR020416,2023-04-19,2023-04,Paid Search,Basic,25-34,Tier 3,0,28,1,1,1,0,1093.2
USR020417,2023-04-04,2023-04,Social Media,Free,45+,Tier 1,4,1,0,0,0,1,92.32
USR020418,2023-12-15,2023-12,Organic,Basic,35-44,Tier 3,3,9,1,1,1,0,1368.3
USR020419,2023-03-13,2023-03,Paid Search,Free,25-34,Tier 3,2,1,0,0,0,1,153.44
USR020420,2023-12-25,2023-12,Social Media,Basic,18-24,Tier 3,5,6,1,0,1,0,1269.74
USR020421,2023-02-18,2023-02,Email,Basic,25-34,Tier 2,0,12,1,1,1,0,1303.24
USR020422,2023-07-12,2023-07,Organic,Free,25-34,Tier 3,4,15,1,0,1,0,219.36
USR020423,2023-09-24,2023-09,Referral,Basic,45+,Tier 1,4,13,1,1,1,0,1005.65
USR020424,2023-01-19,2023-01,Social Media,Basic,25-34,Tier 3,5,22,1,0,1,0,1121.51
USR020425,2023-02-13,2023-02,Organic,Basic,25-34,Tier 2,4,1,0,0,0,1,1422.83
USR020426,2023-09-02,2023-09,Referral,Free,25-34,Tier 1,2,1,0,0,0,1,305.4
USR020427,2023-01-29,2023-01,Organic,Free,25-34,Tier 3,4,4,1,1,0,1,213.19
USR020428,2023-02-26,2023-02,Email,Free,25-34,Tier 2,5,4,1,1,0,1,181.95
USR020429,2023-02-28,2023-02,Referral,Pro,25-34,Tier 1,5,30,1,1,1,0,2628.58
USR020430,2023-09-30,2023-09,Social Media,Pro,18-24,Tier 3,3,30,1,1,1,0,3753.69
USR020431,2023-05-07,2023-05,Paid Search,Free,25-34,Tier 3,2,25,1,1,1,0,144.66
USR020432,2023-09-12,2023-09,Referral,Pro,18-24,Tier 3,5,22,1,1,1,0,3535.17
USR020433,2023-11-24,2023-11,Social Media,Free,25-34,Tier 1,4,3,1,1,0,1,108.8
USR020434,2023-03-23,2023-03,Social Media,Basic,35-44,Tier 2,0,8,1,1,1,0,1360.16
USR020435,2023-09-12,2023-09,Social Media,Free,18-24,Tier 2,5,4,1,0,0,1,245.06
USR020436,2023-03-20,2023-03,Organic,Pro,18-24,Tier 3,5,23,1,0,1,0,2199.01
USR020437,2023-01-07,2023-01,Referral,Free,25-34,Tier 2,3,22,1,1,1,0,156.11
USR020438,2023-01-15,2023-01,Paid Search,Free,45+,Tier 3,3,4,1,1,0,1,261.63
USR020439,2023-02-15,2023-02,Organic,Basic,25-34,Tier 1,2,14,1,0,1,0,1295.69
USR020440,2023-10-20,2023-10,Social Media,Basic,35-44,Tier 1,5,23,1,1,1,0,1141.25
USR020441,2023-12-28,2023-12,Social Media,Free,35-44,Tier 2,1,4,0,0,0,1,156.97
USR020442,2023-10-31,2023-10,Paid Search,Free,18-24,Tier 2,0,2,0,0,0,1,223.69
USR020443,2023-04-30,2023-04,Referral,Basic,25-34,Tier 2,1,3,1,1,1,0,1048.27
USR020444,2023-06-09,2023-06,Social Media,Basic,25-34,Tier 1,4,2,1,1,0,1,532.08
USR020445,2023-11-11,2023-11,Social Media,Basic,35-44,Tier 2,5,3,1,1,0,1,1484.54
USR020446,2023-02-13,2023-02,Organic,Basic,35-44,Tier 3,3,27,1,1,1,0,1027.29
USR020447,2023-03-07,2023-03,Referral,Free,45+,Tier 2,3,9,1,0,1,0,161.64
USR020448,2023-10-28,2023-10,Paid Search,Basic,45+,Tier 1,3,24,1,0,1,0,1313.61
USR020449,2023-08-02,2023-08,Paid Search,Basic,25-34,Tier 2,5,19,1,1,1,0,813.73
USR020450,2023-10-30,2023-10,Social Media,Basic,18-24,Tier 2,3,4,1,1,0,1,1132.26
USR020451,2023-08-02,2023-08,Social Media,Free,35-44,Tier 3,3,18,1,1,1,0,0.0
USR020452,2023-07-15,2023-07,Organic,Pro,35-44,Tier 1,0,16,1,1,1,0,3094.49
USR020453,2023-04-29,2023-04,Referral,Basic,18-24,Tier 2,4,20,1,1,1,0,1374.19
USR020454,2023-08-21,2023-08,Referral,Free,18-24,Tier 1,2,1,0,0,0,1,207.39
USR020455,2023-11-06,2023-11,Organic,Basic,18-24,Tier 2,3,10,1,0,1,0,1701.8
USR020456,2023-03-23,2023-03,Organic,Free,45+,Tier 1,4,11,1,1,1,0,220.02
USR020457,2023-08-15,2023-08,Social Media,Free,18-24,Tier 3,0,1,0,0,0,1,237.89
USR020458,2023-03-31,2023-03,Organic,Pro,25-34,Tier 1,4,25,1,1,1,0,3376.68
USR020459,2023-03-18,2023-03,Paid Search,Free,35-44,Tier 3,4,10,1,0,1,0,137.41
USR020460,2023-01-03,2023-01,Social Media,Free,25-34,Tier 3,3,2,1,1,0,1,180.37
USR020461,2023-08-28,2023-08,Organic,Free,25-34,Tier 1,3,6,1,1,1,0,235.47
USR020462,2023-11-01,2023-11,Organic,Basic,18-24,Tier 1,3,30,1,0,1,0,953.17
USR020463,2023-09-11,2023-09,Organic,Pro,18-24,Tier 3,5,13,1,1,1,0,3305.26
USR020464,2023-10-21,2023-10,Social Media,Basic,45+,Tier 2,5,1,0,0,0,1,1119.37
USR020465,2023-01-17,2023-01,Paid Search,Basic,35-44,Tier 2,4,4,1,1,0,1,839.85
USR020466,2023-09-22,2023-09,Paid Search,Pro,35-44,Tier 3,4,4,1,1,1,0,2575.24
USR020467,2023-06-03,2023-06,Referral,Pro,25-34,Tier 3,3,28,1,1,1,0,1774.63
USR020468,2023-10-03,2023-10,Paid Search,Basic,45+,Tier 1,4,1,0,0,0,1,1362.63
USR020469,2023-10-01,2023-10,Social Media,Basic,25-34,Tier 3,3,2,1,1,0,1,897.42
USR020470,2023-01-25,2023-01,Paid Search,Basic,25-34,Tier 2,4,1,0,0,0,1,986.25
USR020471,2023-05-16,2023-05,Social Media,Basic,18-24,Tier 1,2,1,0,0,0,1,1575.93
USR020472,2023-05-03,2023-05,Paid Search,Pro,35-44,Tier 2,5,20,1,1,1,0,1972.17
USR020473,2023-12-31,2023-12,Paid Search,Basic,25-34,Tier 1,2,1,0,0,0,1,1065.73
USR020474,2023-11-26,2023-11,Social Media,Free,18-24,Tier 3,4,23,1,1,1,0,299.41
USR020475,2023-05-28,2023-05,Paid Search,Pro,18-24,Tier 3,2,19,1,1,1,0,2565.11
USR020476,2023-04-21,2023-04,Social Media,Free,45+,Tier 1,4,1,0,0,0,1,258.89
USR020477,2023-07-11,2023-07,Referral,Basic,35-44,Tier 1,5,11,1,1,1,0,1590.74
USR020478,2023-10-06,2023-10,Organic,Free,25-34,Tier 3,5,15,1,1,1,0,104.66
USR020479,2023-05-04,2023-05,Email,Basic,35-44,Tier 2,3,15,1,1,1,0,1186.91
USR020480,2023-10-17,2023-10,Organic,Basic,18-24,Tier 1,5,4,1,1,0,1,1035.65
USR020481,2023-02-18,2023-02,Social Media,Pro,35-44,Tier 1,4,13,1,1,1,0,2945.39
USR020482,2023-03-04,2023-03,Paid Search,Basic,45+,Tier 1,4,5,1,0,1,0,879.66
USR020483,2023-08-31,2023-08,Email,Basic,35-44,Tier 1,2,27,1,1,1,0,936.28
USR020484,2023-07-28,2023-07,Paid Search,Free,25-34,Tier 3,5,2,1,1,0,1,0.0
USR020485,2023-09-05,2023-09,Social Media,Basic,35-44,Tier 1,4,2,1,0,0,1,959.9
USR020486,2023-08-22,2023-08,Social Media,Basic,18-24,Tier 1,1,13,1,1,1,0,1087.47
USR020487,2023-01-06,2023-01,Email,Basic,18-24,Tier 3,3,4,1,1,0,1,1109.72
USR020488,2023-04-20,2023-04,Paid Search,Basic,25-34,Tier 2,4,8,1,1,1,0,934.81
USR020489,2023-03-26,2023-03,Email,Free,18-24,Tier 3,2,30,1,0,1,0,185.46
USR020490,2023-07-19,2023-07,Referral,Free,18-24,Tier 1,4,19,1,1,1,0,224.05
USR020491,2023-09-25,2023-09,Referral,Free,25-34,Tier 1,0,19,1,0,1,0,348.84
USR020492,2023-02-19,2023-02,Social Media,Basic,18-24,Tier 1,3,28,1,1,1,0,1326.73
USR020493,2023-10-26,2023-10,Organic,Free,35-44,Tier 1,5,17,1,1,1,0,104.34
USR020494,2023-10-13,2023-10,Organic,Free,45+,Tier 1,1,16,1,0,1,0,303.8
USR020495,2023-05-07,2023-05,Email,Free,25-34,Tier 1,5,1,0,0,0,1,108.55
USR020496,2023-06-10,2023-06,Organic,Basic,35-44,Tier 2,5,8,1,1,1,0,1446.69
USR020497,2023-11-30,2023-11,Email,Free,35-44,Tier 2,1,19,1,1,1,0,279.31
USR020498,2023-06-12,2023-06,Social Media,Pro,25-34,Tier 3,5,4,1,1,0,1,3501.64
USR020499,2023-04-22,2023-04,Email,Basic,45+,Tier 3,0,4,0,0,0,1,1149.79
USR020500,2023-09-08,2023-09,Email,Free,35-44,Tier 1,5,19,1,0,1,0,197.8
USR020501,2023-04-14,2023-04,Referral,Pro,35-44,Tier 1,0,6,1,0,1,0,3381.55
USR020502,2023-07-22,2023-07,Paid Search,Free,18-24,Tier 2,1,3,0,0,0,1,224.33
USR020503,2023-09-23,2023-09,Email,Free,45+,Tier 2,4,2,1,1,0,1,251.56
USR020504,2023-10-07,2023-10,Paid Search,Free,18-24,Tier 1,4,3,1,1,0,1,296.94
USR020505,2023-03-05,2023-03,Paid Search,Pro,18-24,Tier 1,2,30,1,1,1,0,2792.51
USR020506,2023-12-06,2023-12,Social Media,Basic,25-34,Tier 3,4,6,1,1,1,0,1479.13
USR020507,2023-03-03,2023-03,Social Media,Free,35-44,Tier 1,4,4,1,1,0,1,152.54
USR020508,2023-11-04,2023-11,Social Media,Pro,25-34,Tier 2,4,1,0,0,0,1,2970.94
USR020509,2023-09-05,2023-09,Social Media,Basic,18-24,Tier 2,1,3,0,0,0,1,702.97
USR020510,2023-01-18,2023-01,Organic,Free,18-24,Tier 1,5,2,1,0,0,1,236.56
USR020511,2023-05-22,2023-05,Social Media,Free,45+,Tier 3,5,1,0,0,0,1,229.29
USR020512,2023-07-04,2023-07,Social Media,Free,25-34,Tier 2,5,15,1,1,1,0,237.49
USR020513,2023-09-02,2023-09,Paid Search,Free,25-34,Tier 1,5,2,1,0,0,1,273.3
USR020514,2023-05-15,2023-05,Organic,Free,18-24,Tier 1,1,4,0,0,0,1,274.76
USR020515,2023-08-13,2023-08,Organic,Free,25-34,Tier 2,5,4,1,1,0,1,117.91
USR020516,2023-08-07,2023-08,Paid Search,Basic,35-44,Tier 1,0,4,0,0,0,1,1863.67
USR020517,2023-06-24,2023-06,Email,Basic,35-44,Tier 2,5,5,1,1,1,0,1238.46
USR020518,2023-05-05,2023-05,Organic,Free,25-34,Tier 2,4,1,0,0,0,1,181.15
USR020519,2023-11-17,2023-11,Social Media,Free,45+,Tier 2,1,5,1,1,1,0,0.0
USR020520,2023-09-07,2023-09,Paid Search,Basic,25-34,Tier 2,2,1,0,0,0,1,937.42
USR020521,2023-04-04,2023-04,Referral,Pro,18-24,Tier 1,5,3,1,1,1,0,1564.28
USR020522,2023-06-07,2023-06,Social Media,Basic,25-34,Tier 1,4,3,1,1,0,1,1152.12
USR020523,2023-01-25,2023-01,Social Media,Free,45+,Tier 2,2,5,1,1,1,0,108.98
USR020524,2023-09-26,2023-09,Paid Search,Basic,25-34,Tier 1,0,4,0,0,0,1,1195.01
USR020525,2023-07-06,2023-07,Paid Search,Free,35-44,Tier 1,5,2,1,0,0,1,404.64
USR020526,2023-01-20,2023-01,Social Media,Basic,25-34,Tier 1,4,14,1,0,1,0,1240.35
USR020527,2023-10-25,2023-10,Paid Search,Free,18-24,Tier 2,3,4,1,0,0,1,122.58
USR020528,2023-09-17,2023-09,Email,Basic,45+,Tier 2,5,14,1,1,1,0,1293.66
USR020529,2023-11-13,2023-11,Paid Search,Free,18-24,Tier 3,3,4,1,0,0,1,231.62
USR020530,2023-03-17,2023-03,Social Media,Basic,18-24,Tier 2,5,1,0,0,0,1,1254.71
USR020531,2023-12-20,2023-12,Paid Search,Pro,25-34,Tier 1,5,2,1,1,0,1,3963.64
USR020532,2023-04-27,2023-04,Referral,Free,45+,Tier 1,5,8,1,1,1,0,248.94
USR020533,2023-07-02,2023-07,Social Media,Free,35-44,Tier 2,1,1,0,0,0,1,250.9
USR020534,2023-11-23,2023-11,Social Media,Basic,25-34,Tier 2,5,22,1,1,1,0,1143.69
USR020535,2023-05-15,2023-05,Organic,Free,25-34,Tier 3,3,1,0,0,0,1,158.76
USR020536,2023-10-25,2023-10,Email,Free,35-44,Tier 2,3,29,1,1,1,0,159.26
USR020537,2023-07-10,2023-07,Social Media,Free,25-34,Tier 3,4,20,1,1,1,0,284.2
USR020538,2023-06-12,2023-06,Referral,Pro,35-44,Tier 2,5,17,1,1,1,0,3996.73
USR020539,2023-11-04,2023-11,Organic,Pro,25-34,Tier 3,2,1,0,0,0,1,2638.44
USR020540,2023-02-03,2023-02,Social Media,Basic,18-24,Tier 3,4,4,1,1,1,0,703.97
USR020541,2023-11-11,2023-11,Social Media,Free,35-44,Tier 2,1,1,0,0,0,1,243.89
USR020542,2023-05-11,2023-05,Social Media,Basic,18-24,Tier 2,5,3,1,1,0,1,1255.01
USR020543,2023-08-25,2023-08,Organic,Free,25-34,Tier 2,2,9,1,1,1,0,133.07
USR020544,2023-12-20,2023-12,Organic,Basic,18-24,Tier 1,5,26,1,1,1,0,1418.16
USR020545,2023-03-20,2023-03,Referral,Free,35-44,Tier 1,3,4,1,1,1,0,375.64
USR020546,2023-03-02,2023-03,Organic,Free,18-24,Tier 3,2,22,1,1,1,0,113.5
USR020547,2023-10-20,2023-10,Referral,Free,35-44,Tier 3,3,3,1,1,0,1,246.85
USR020548,2023-11-29,2023-11,Paid Search,Basic,18-24,Tier 3,1,5,1,0,1,0,1841.82
USR020549,2023-09-22,2023-09,Email,Free,18-24,Tier 2,0,3,0,0,0,1,172.69
USR020550,2023-01-30,2023-01,Organic,Pro,25-34,Tier 1,5,2,1,1,0,1,2359.84
USR020551,2023-03-22,2023-03,Organic,Free,25-34,Tier 1,4,19,1,0,1,0,216.95
USR020552,2023-01-29,2023-01,Paid Search,Basic,25-34,Tier 1,2,3,1,1,0,1,938.26
USR020553,2023-02-09,2023-02,Referral,Free,45+,Tier 3,5,7,1,1,1,0,233.98
USR020554,2023-03-15,2023-03,Paid Search,Basic,25-34,Tier 1,3,24,1,1,1,0,1470.59
USR020555,2023-09-27,2023-09,Organic,Basic,18-24,Tier 1,5,5,1,1,1,0,867.42
USR020556,2023-09-18,2023-09,Social Media,Free,25-34,Tier 1,3,2,1,0,0,1,192.87
USR020557,2023-01-23,2023-01,Social Media,Free,35-44,Tier 1,5,10,1,1,1,0,260.83
USR020558,2023-10-16,2023-10,Referral,Free,45+,Tier 3,4,2,1,1,0,1,156.64
USR020559,2023-12-18,2023-12,Organic,Free,45+,Tier 2,5,28,1,1,1,0,89.51
USR020560,2023-06-19,2023-06,Referral,Basic,25-34,Tier 1,1,3,0,0,0,1,703.96
USR020561,2023-08-11,2023-08,Paid Search,Free,35-44,Tier 3,3,22,1,1,1,0,106.49
USR020562,2023-08-27,2023-08,Referral,Basic,25-34,Tier 1,3,23,1,1,1,0,1021.86
USR020563,2023-08-08,2023-08,Paid Search,Free,18-24,Tier 1,2,1,0,0,0,1,250.71
USR020564,2023-05-29,2023-05,Social Media,Basic,25-34,Tier 1,0,1,0,0,0,1,1266.65
USR020565,2023-07-05,2023-07,Organic,Basic,25-34,Tier 1,1,4,0,0,0,1,1225.21
USR020566,2023-11-06,2023-11,Referral,Free,45+,Tier 1,5,1,0,0,0,1,0.0
USR020567,2023-09-09,2023-09,Paid Search,Free,45+,Tier 1,4,19,1,1,1,0,224.74
USR020568,2023-02-03,2023-02,Organic,Basic,18-24,Tier 1,4,5,1,1,1,0,552.42
USR020569,2023-12-23,2023-12,Referral,Free,25-34,Tier 1,1,13,1,1,1,0,174.55
USR020570,2023-07-13,2023-07,Referral,Free,18-24,Tier 2,4,3,1,1,0,1,116.04
USR020571,2023-04-30,2023-04,Organic,Basic,25-34,Tier 2,5,4,1,0,1,0,976.12
USR020572,2023-06-13,2023-06,Paid Search,Free,45+,Tier 1,5,11,1,1,1,0,270.03
USR020573,2023-07-31,2023-07,Organic,Pro,35-44,Tier 2,4,16,1,0,1,0,2642.41
USR020574,2023-09-25,2023-09,Email,Basic,18-24,Tier 2,5,3,1,1,0,1,1072.42
USR020575,2023-03-09,2023-03,Organic,Basic,25-34,Tier 1,5,20,1,1,1,0,1063.66
USR020576,2023-01-07,2023-01,Referral,Basic,18-24,Tier 3,1,1,0,0,0,1,1423.89
USR020577,2023-12-29,2023-12,Organic,Free,25-34,Tier 1,3,24,1,0,1,0,149.1
USR020578,2023-03-24,2023-03,Email,Pro,18-24,Tier 1,3,27,1,1,1,0,3988.14
USR020579,2023-12-25,2023-12,Paid Search,Pro,45+,Tier 2,4,25,1,1,1,0,2105.17
USR020580,2023-11-02,2023-11,Social Media,Basic,18-24,Tier 2,5,6,1,1,1,0,1233.07
USR020581,2023-04-20,2023-04,Social Media,Pro,35-44,Tier 2,5,28,1,1,1,0,2101.3
USR020582,2023-09-18,2023-09,Referral,Pro,18-24,Tier 1,5,27,1,1,1,0,2736.26
USR020583,2023-05-27,2023-05,Social Media,Basic,18-24,Tier 1,3,25,1,1,1,0,869.0
USR020584,2023-09-21,2023-09,Paid Search,Basic,35-44,Tier 3,4,4,1,0,0,1,1476.8
